user_id,identity_type,video_id,brand_id,score
29e8de59-9cb4-4728-819c-c74071bbd2b7,id_id,cb31347c-3db4-43a0-aee2-e99e4f14bfd1,2357,0.0724
26b9a87e-57bd-4329-93b0-45d952aef331,id_id,8d2ee31e-4d8a-485b-bb2a-b85dc14b0bc4,2357,0.11173333333333332
a4d68a59-986e-4e06-85a3-be57b3449619,id_id,6138b843-ed18-4171-a726-69b163aa1fe9,2357,0.20001333333333332
f83c8fab4c8415fc3f9ff067b024eb38,id_id,fca4f2d4-61ae-434a-9a95-1cbd2204dc8d,2357,0.11552000000000001
42bb09d2-ec9c-4f73-ab8f-92d7ff7ce5d7,ad_id,db673842-b3d8-46e3-920d-9857f5fec19b,2357,0.20748
4d4d59c5-0c4e-43b9-b09b-f693943bb4ff,id_id,5c6b3b72-b7d9-4d1e-a3d1-e154ca7a968e,2357,0.16237333333333334
2d16afa2938e1aeab000503736dee52d,id_id,1b6d3b94-98a8-49c4-b079-f0c451c9853a,2357,0.1732
79434acd-319c-4d15-979c-6db81800b9fb,id_id,0fb2d645-989d-45fb-9526-d6f213f4cf57,2357,0.19990666666666668
03ffb6ce-f87e-4465-8551-53166c44f4f2,ad_id,989f9d47-90f0-4d2c-bcb8-c43445979a94,2357,0.5966933333333333
fec58f7923621ca8893cf403f667af04,id_id,2389e116-bd10-447b-a51d-f9380d1290b5,2357,0.1733866666666667
961abf4b-745a-483f-859d-37ca68091c36,id_id,36aafb67-f141-4d5d-8245-f4b725d9d382,2357,0.07606666666666667
0fc54548-f213-404e-8c39-1ce1181bbb64,id_id,1bc8c273-9bb5-4155-be49-a3a20adb4f8a,2357,0.18188000000000001
b87e5ae5-afcc-4bf5-890f-fe758d743eb5,id_id,dbd7d2c8-41d4-4591-884b-87c555bbcfd6,2357,0.11662666666666667
7dd015f5-0a7f-47ff-a9c7-54872443be0c,id_id,c464fdb8-a589-4de7-af46-9ccbfc41386a,2357,0.10372
0f240aa4-f4e7-46ee-bd75-bcf6680cdd7a,id_id,4fd15ed6-f87e-465e-9383-4838ce960da5,2357,0.10469333333333333
77e0f3af-7150-46bc-90ca-d9f4a6bd0448,id_id,39179df7-82b2-4461-8896-4bf2cc380acc,2357,0.23282666666666665
554cf5e6-8afb-42d6-850b-c7aece4202d9,id_id,a60fa6c0-b1f8-490b-aca8-49357d6b11b9,2357,0.12816
